page_name,page_id,funding_entity,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,ad_creative_body,ad_snapshot_url,currency,search_expression,crawl_timestamp,impressions.lower_bound,impressions.upper_bound,spend.lower_bound,spend.upper_bound,ad_creative_link_caption,ad_creative_link_title,ad_creative_link_description,kanton,region,partei,account_art,ad_uuid
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Daniel Seiler ist Betriebsökonom HWV/FH und selbständiger Unternehmer. Er ist Präsident der Schulkommission der Allgemeinen Gewerbeschule und Vizepräsident der FDP Basel-Stadt.

Mehr über Daniel auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.daniel-seiler.ch",https://www.facebook.com/ads/archive/render_ad/?id=392473084754134,CHF,119963388079893,2019-10-02T01:55:59Z,10000,49999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,198
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Daniel Seiler ist Betriebsökonom HWV/FH und selbständiger Unternehmer. Er ist Präsident der Schulkommission der Allgemeinen Gewerbeschule und Vizepräsident der FDP Basel-Stadt.

Mehr über Daniel auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.daniel-seiler.ch",https://www.facebook.com/ads/archive/render_ad/?id=392473084754134,CHF,119963388079893,2019-10-01T01:56:19Z,5000,9999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,198
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidatin Dominique D. Martin ist Informatikerin und Diplomingenieurin. Sie arbeitet als Digitalexpertin und Teamleiterin ""Mobile Applikation"" bei der Valora. Sie engagiert sich seit jungen Jahren für die Politik und ist im Vorstand der FDP Basel-Stadt für die Finanzen zuständig. 

Mehr über Dominique auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.dominiquefuerbasel.ch",https://www.facebook.com/ads/archive/render_ad/?id=451414788817354,CHF,119963388079893,2019-10-10T01:58:46Z,50000,99999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,199
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidatin Dominique D. Martin ist Informatikerin und Diplomingenieurin. Sie arbeitet als Digitalexpertin und Teamleiterin ""Mobile Applikation"" bei der Valora. Sie engagiert sich seit jungen Jahren für die Politik und ist im Vorstand der FDP Basel-Stadt für die Finanzen zuständig. 

Mehr über Dominique auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.dominiquefuerbasel.ch",https://www.facebook.com/ads/archive/render_ad/?id=451414788817354,CHF,119963388079893,2019-10-07T01:55:58Z,10000,49999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,199
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidatin Dominique D. Martin ist Informatikerin und Diplomingenieurin. Sie arbeitet als Digitalexpertin und Teamleiterin ""Mobile Applikation"" bei der Valora. Sie engagiert sich seit jungen Jahren für die Politik und ist im Vorstand der FDP Basel-Stadt für die Finanzen zuständig. 

Mehr über Dominique auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.dominiquefuerbasel.ch",https://www.facebook.com/ads/archive/render_ad/?id=451414788817354,CHF,119963388079893,2019-10-02T01:55:59Z,10000,49999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,199
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidatin Dominique D. Martin ist Informatikerin und Diplomingenieurin. Sie arbeitet als Digitalexpertin und Teamleiterin ""Mobile Applikation"" bei der Valora. Sie engagiert sich seit jungen Jahren für die Politik und ist im Vorstand der FDP Basel-Stadt für die Finanzen zuständig. 

Mehr über Dominique auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.dominiquefuerbasel.ch",https://www.facebook.com/ads/archive/render_ad/?id=451414788817354,CHF,119963388079893,2019-10-01T01:56:19Z,5000,9999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,199
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Thomas Kessler ist Agronom und heute als Projektentwickler, Consultant und Dozent tätig. Früher war er Drogendelegierter und Leiter der Kantons- und Stadtentwicklung des Kanton Basel-Stadt.

Mehr über Thomas auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.thomas-kessler.ch",https://www.facebook.com/ads/archive/render_ad/?id=726354307813275,CHF,119963388079893,2019-10-10T01:58:46Z,10000,49999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,200
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Thomas Kessler ist Agronom und heute als Projektentwickler, Consultant und Dozent tätig. Früher war er Drogendelegierter und Leiter der Kantons- und Stadtentwicklung des Kanton Basel-Stadt.

Mehr über Thomas auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.thomas-kessler.ch",https://www.facebook.com/ads/archive/render_ad/?id=726354307813275,CHF,119963388079893,2019-10-03T01:55:50Z,10000,49999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,200
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Thomas Kessler ist Agronom und heute als Projektentwickler, Consultant und Dozent tätig. Früher war er Drogendelegierter und Leiter der Kantons- und Stadtentwicklung des Kanton Basel-Stadt.

Mehr über Thomas auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.thomas-kessler.ch",https://www.facebook.com/ads/archive/render_ad/?id=726354307813275,CHF,119963388079893,2019-10-02T01:55:59Z,5000,9999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,200
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Thomas Kessler ist Agronom und heute als Projektentwickler, Consultant und Dozent tätig. Früher war er Drogendelegierter und Leiter der Kantons- und Stadtentwicklung des Kanton Basel-Stadt.

Mehr über Thomas auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.thomas-kessler.ch",https://www.facebook.com/ads/archive/render_ad/?id=726354307813275,CHF,119963388079893,2019-10-01T01:56:19Z,1000,4999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,200
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat und Parteipräsident Luca Urgese  ist Jurist und arbeitet als Leiter Finanzen und Steuern bei der Handelskammer beider Basel. Er ist seit 2014 im Grossen Rat und präsidiert die FDP Basel-Stadt seit 2016.

Mehr über Luca auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.lucaurgese.ch",https://www.facebook.com/ads/archive/render_ad/?id=1723003067831300,CHF,119963388079893,2019-10-10T01:58:46Z,50000,99999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,201
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat und Parteipräsident Luca Urgese  ist Jurist und arbeitet als Leiter Finanzen und Steuern bei der Handelskammer beider Basel. Er ist seit 2014 im Grossen Rat und präsidiert die FDP Basel-Stadt seit 2016.

Mehr über Luca auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.lucaurgese.ch",https://www.facebook.com/ads/archive/render_ad/?id=1723003067831300,CHF,119963388079893,2019-10-08T01:58:09Z,10000,49999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,201
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat und Parteipräsident Luca Urgese  ist Jurist und arbeitet als Leiter Finanzen und Steuern bei der Handelskammer beider Basel. Er ist seit 2014 im Grossen Rat und präsidiert die FDP Basel-Stadt seit 2016.

Mehr über Luca auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.lucaurgese.ch",https://www.facebook.com/ads/archive/render_ad/?id=1723003067831300,CHF,119963388079893,2019-10-03T01:55:50Z,10000,49999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,201
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat und Parteipräsident Luca Urgese  ist Jurist und arbeitet als Leiter Finanzen und Steuern bei der Handelskammer beider Basel. Er ist seit 2014 im Grossen Rat und präsidiert die FDP Basel-Stadt seit 2016.

Mehr über Luca auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.lucaurgese.ch",https://www.facebook.com/ads/archive/render_ad/?id=1723003067831300,CHF,119963388079893,2019-10-01T01:56:19Z,5000,9999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,201
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Christian Egeler ist dipl. Bau-Ing. ETH und arbeitet als Verkehrsplaner und Sektionschef beim  Bundesamt für Raumentwicklung. Er ist verheiratet und hat  vier Kinder im Alter von 8,11,14 und 16 Jahren. Er sitzt für die FDP seit 2017 im Bürgergemeinderat. Er war von 2004 - 2016 Grossrat und im Jahr 2014 Grossratspräsident.

Mehr über Christian auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.egeler.ch",https://www.facebook.com/ads/archive/render_ad/?id=2609628015970012,CHF,119963388079893,2019-10-10T01:58:46Z,50000,99999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,202
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Christian Egeler ist dipl. Bau-Ing. ETH und arbeitet als Verkehrsplaner und Sektionschef beim  Bundesamt für Raumentwicklung. Er ist verheiratet und hat  vier Kinder im Alter von 8,11,14 und 16 Jahren. Er sitzt für die FDP seit 2017 im Bürgergemeinderat. Er war von 2004 - 2016 Grossrat und im Jahr 2014 Grossratspräsident.

Mehr über Christian auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.egeler.ch",https://www.facebook.com/ads/archive/render_ad/?id=2609628015970012,CHF,119963388079893,2019-10-08T01:58:09Z,10000,49999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,202
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Christian Egeler ist dipl. Bau-Ing. ETH und arbeitet als Verkehrsplaner und Sektionschef beim  Bundesamt für Raumentwicklung. Er ist verheiratet und hat  vier Kinder im Alter von 8,11,14 und 16 Jahren. Er sitzt für die FDP seit 2017 im Bürgergemeinderat. Er war von 2004 - 2016 Grossrat und im Jahr 2014 Grossratspräsident.

Mehr über Christian auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.egeler.ch",https://www.facebook.com/ads/archive/render_ad/?id=2609628015970012,CHF,119963388079893,2019-10-03T01:55:50Z,10000,49999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,202
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-30T07:35:06Z,2019-09-30T07:35:06Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Christian Egeler ist dipl. Bau-Ing. ETH und arbeitet als Verkehrsplaner und Sektionschef beim  Bundesamt für Raumentwicklung. Er ist verheiratet und hat  vier Kinder im Alter von 8,11,14 und 16 Jahren. Er sitzt für die FDP seit 2017 im Bürgergemeinderat. Er war von 2004 - 2016 Grossrat und im Jahr 2014 Grossratspräsident.

Mehr über Christian auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.egeler.ch",https://www.facebook.com/ads/archive/render_ad/?id=2609628015970012,CHF,119963388079893,2019-10-01T01:56:19Z,1000,4999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,202
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Daniel Seiler ist Betriebsökonom HWV/FH und selbständiger Unternehmer. Er ist Präsident der Schulkommission der Allgemeinen Gewerbeschule und Vizepräsident der FDP Basel-Stadt.

Mehr über Daniel auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.daniel-seiler.ch",https://www.facebook.com/ads/archive/render_ad/?id=451766242358692,CHF,119963388079893,2019-10-10T01:58:46Z,10000,49999,500,999,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,203
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Daniel Seiler ist Betriebsökonom HWV/FH und selbständiger Unternehmer. Er ist Präsident der Schulkommission der Allgemeinen Gewerbeschule und Vizepräsident der FDP Basel-Stadt.

Mehr über Daniel auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.daniel-seiler.ch",https://www.facebook.com/ads/archive/render_ad/?id=451766242358692,CHF,119963388079893,2019-09-28T01:54:56Z,10000,49999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,203
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Daniel Seiler ist Betriebsökonom HWV/FH und selbständiger Unternehmer. Er ist Präsident der Schulkommission der Allgemeinen Gewerbeschule und Vizepräsident der FDP Basel-Stadt.

Mehr über Daniel auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.daniel-seiler.ch",https://www.facebook.com/ads/archive/render_ad/?id=451766242358692,CHF,119963388079893,2019-09-26T01:54:21Z,5000,9999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,203
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Daniel Seiler ist Betriebsökonom HWV/FH und selbständiger Unternehmer. Er ist Präsident der Schulkommission der Allgemeinen Gewerbeschule und Vizepräsident der FDP Basel-Stadt.

Mehr über Daniel auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.daniel-seiler.ch",https://www.facebook.com/ads/archive/render_ad/?id=451766242358692,CHF,119963388079893,2019-09-25T01:54:27Z,1000,4999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,203
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Daniel Seiler ist Betriebsökonom HWV/FH und selbständiger Unternehmer. Er ist Präsident der Schulkommission der Allgemeinen Gewerbeschule und Vizepräsident der FDP Basel-Stadt.

Mehr über Daniel auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.daniel-seiler.ch",https://www.facebook.com/ads/archive/render_ad/?id=451766242358692,CHF,119963388079893,2019-09-24T01:54:02Z,1000,4999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,203
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Christian Egeler ist dipl. Bau-Ing. ETH und arbeitet als Verkehrsplaner und Sektionschef beim  Bundesamt für Raumentwicklung. Er ist verheiratet und hat  vier Kinder im Alter von 8,11,14 und 16 Jahren. Er sitzt für die FDP seit 2017 im Bürgergemeinderat. Er war von 2004 - 2016 Grossrat und im Jahr 2014 Grossratspräsident.

Mehr über Christian auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.egeler.ch",https://www.facebook.com/ads/archive/render_ad/?id=691127188068675,CHF,119963388079893,2019-10-10T01:58:46Z,10000,49999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,204
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Christian Egeler ist dipl. Bau-Ing. ETH und arbeitet als Verkehrsplaner und Sektionschef beim  Bundesamt für Raumentwicklung. Er ist verheiratet und hat  vier Kinder im Alter von 8,11,14 und 16 Jahren. Er sitzt für die FDP seit 2017 im Bürgergemeinderat. Er war von 2004 - 2016 Grossrat und im Jahr 2014 Grossratspräsident.

Mehr über Christian auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.egeler.ch",https://www.facebook.com/ads/archive/render_ad/?id=691127188068675,CHF,119963388079893,2019-09-27T01:55:08Z,5000,9999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,204
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Christian Egeler ist dipl. Bau-Ing. ETH und arbeitet als Verkehrsplaner und Sektionschef beim  Bundesamt für Raumentwicklung. Er ist verheiratet und hat  vier Kinder im Alter von 8,11,14 und 16 Jahren. Er sitzt für die FDP seit 2017 im Bürgergemeinderat. Er war von 2004 - 2016 Grossrat und im Jahr 2014 Grossratspräsident.

Mehr über Christian auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.egeler.ch",https://www.facebook.com/ads/archive/render_ad/?id=691127188068675,CHF,119963388079893,2019-09-25T01:54:27Z,1000,4999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,204
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Christian Egeler ist dipl. Bau-Ing. ETH und arbeitet als Verkehrsplaner und Sektionschef beim  Bundesamt für Raumentwicklung. Er ist verheiratet und hat  vier Kinder im Alter von 8,11,14 und 16 Jahren. Er sitzt für die FDP seit 2017 im Bürgergemeinderat. Er war von 2004 - 2016 Grossrat und im Jahr 2014 Grossratspräsident.

Mehr über Christian auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.egeler.ch",https://www.facebook.com/ads/archive/render_ad/?id=691127188068675,CHF,119963388079893,2019-09-24T01:54:02Z,1000,4999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,204
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidatin Dominique D. Martin ist Informatikerin und Diplomingenieurin. Sie arbeitet als Digitalexpertin und Teamleiterin ""Mobile Applikation"" bei der Valora. Sie engagiert sich seit jungen Jahren für die Politik und ist im Vorstand der FDP Basel-Stadt für die Finanzen zuständig. 

Mehr über Dominique auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.dominiquefuerbasel.ch",https://www.facebook.com/ads/archive/render_ad/?id=755933908193527,CHF,119963388079893,2019-10-10T01:58:46Z,10000,49999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,205
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidatin Dominique D. Martin ist Informatikerin und Diplomingenieurin. Sie arbeitet als Digitalexpertin und Teamleiterin ""Mobile Applikation"" bei der Valora. Sie engagiert sich seit jungen Jahren für die Politik und ist im Vorstand der FDP Basel-Stadt für die Finanzen zuständig. 

Mehr über Dominique auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.dominiquefuerbasel.ch",https://www.facebook.com/ads/archive/render_ad/?id=755933908193527,CHF,119963388079893,2019-09-27T01:55:08Z,5000,9999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,205
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidatin Dominique D. Martin ist Informatikerin und Diplomingenieurin. Sie arbeitet als Digitalexpertin und Teamleiterin ""Mobile Applikation"" bei der Valora. Sie engagiert sich seit jungen Jahren für die Politik und ist im Vorstand der FDP Basel-Stadt für die Finanzen zuständig. 

Mehr über Dominique auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.dominiquefuerbasel.ch",https://www.facebook.com/ads/archive/render_ad/?id=755933908193527,CHF,119963388079893,2019-09-26T01:54:21Z,1000,4999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,205
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat und Parteipräsident Luca Urgese  ist Jurist und arbeitet als Leiter Finanzen und Steuern bei der Handelskammer beider Basel. Er ist seit 2014 im Grossen Rat und präsidiert die FDP Basel-Stadt seit 2016.

Mehr über Luca auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.lucaurgese.ch",https://www.facebook.com/ads/archive/render_ad/?id=2179619139003819,CHF,119963388079893,2019-10-10T01:58:46Z,5000,9999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,206
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat und Parteipräsident Luca Urgese  ist Jurist und arbeitet als Leiter Finanzen und Steuern bei der Handelskammer beider Basel. Er ist seit 2014 im Grossen Rat und präsidiert die FDP Basel-Stadt seit 2016.

Mehr über Luca auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.lucaurgese.ch",https://www.facebook.com/ads/archive/render_ad/?id=2179619139003819,CHF,119963388079893,2019-09-26T01:54:21Z,1000,4999,100,499,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,206
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat und Parteipräsident Luca Urgese  ist Jurist und arbeitet als Leiter Finanzen und Steuern bei der Handelskammer beider Basel. Er ist seit 2014 im Grossen Rat und präsidiert die FDP Basel-Stadt seit 2016.

Mehr über Luca auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.lucaurgese.ch",https://www.facebook.com/ads/archive/render_ad/?id=2179619139003819,CHF,119963388079893,2019-09-24T01:54:02Z,1000,4999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,206
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Thomas Kessler ist Agronom und heute als Projektentwickler, Consultant und Dozent tätig. Früher war er Drogendelegierter und Leiter der Kantons- und Stadtentwicklung des Kanton Basel-Stadt.

Mehr über Thomas auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.thomas-kessler.ch",https://www.facebook.com/ads/archive/render_ad/?id=2670867539602146,CHF,119963388079893,2019-10-10T01:58:46Z,1000,4999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,207
FDP.Die Liberalen Basel-Stadt,119963388079893,FDP.Die Liberalen Basel-Stadt,2019-09-23T07:34:45Z,2019-09-23T07:34:45Z,2019-10-20T15:00:25Z,"Unser Nationalratskandidat Thomas Kessler ist Agronom und heute als Projektentwickler, Consultant und Dozent tätig. Früher war er Drogendelegierter und Leiter der Kantons- und Stadtentwicklung des Kanton Basel-Stadt.

Mehr über Thomas auf http://www.fdp-bs.ch/wahlen-2019/nationalratswahlen-2019/
oder www.thomas-kessler.ch",https://www.facebook.com/ads/archive/render_ad/?id=2670867539602146,CHF,119963388079893,2019-09-27T01:55:08Z,0,999,0,99,NA,NA,NA,BS,CH/D,FDP,Kantonale Sektion,207
SP Basel-Stadt,251838211585945,SP Basel-Stadt,2019-10-04T12:37:05Z,2019-10-04T12:37:05Z,2019-10-11T10:33:32Z,"""Wir alle gemeinsam: gerecht und fortschrittlich, stark gegen Abbau, über Grenzen hinweg.""",https://www.facebook.com/ads/archive/render_ad/?id=2402193280041441,CHF,251838211585945,2019-10-10T01:55:44Z,10000,49999,100,499,sp-bs.ch,JETZT WÄHLEN,"""Wir alle gemeinsam: gerecht und fortschrittlich, stark gegen Abbau, über Grenzen hinweg.""",BS,CH/D,SP,Kantonale Sektion,208
